noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable
corsage,1.27795529,0.45242915,0.87933230,0.93414867,0.00000000,0.93556979,0.35532844,0.00000000,0.00000000,-0.55212820,-1.72672486
cosset,0.08101633,0.78625298,0.84387249,0.90323552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56607783,-1.88626683
cost,0.49537465,0.00000000,0.39695129,0.93474072,0.00000000,0.37870073,0.36959326,0.00000000,0.00000000,-0.61143386,-0.97317749
costume,0.79399392,0.00000000,0.91180205,0.80867532,0.00000000,0.82014459,0.36230105,0.00000000,0.00000000,-0.59354305,-1.51538604
cot,0.62160075,0.47079462,0.91320562,0.91235277,0.00000000,0.38581216,0.29229113,0.00000000,0.00000000,-0.60629338,-1.74656218
cottage,0.51490453,0.38617134,0.92115763,0.88606289,0.00000000,0.00000000,0.43114796,0.00000000,0.00000000,-0.53600490,-1.57363039
cotton,0.03990096,0.00000000,0.38846359,0.83075476,0.00000000,0.41480923,0.48751339,0.00000000,0.00000000,-0.57476705,-1.50687295
couch,0.87195534,0.00000000,0.89610174,0.82916886,0.00000000,0.31023276,0.36280307,0.00000000,0.00000000,-0.55056202,-0.97578907
cougar,0.50731990,0.76698568,0.78449053,0.78035170,0.00000000,0.00000000,0.32249653,0.00000000,0.00000000,-0.58774215,-1.55926239
cough,0.25053987,0.00000000,0.89339724,0.89567792,0.00000000,0.84209117,0.29830936,0.00000000,0.00000000,-0.59035772,-2.08857810
council,1.75851560,0.95021835,0.38118109,0.88787234,0.00000000,0.72422773,0.00000000,0.00000000,0.00000000,-0.57919312,-0.60579079
councilman,0.54578763,0.30368200,0.66872850,0.45260009,0.00000000,0.00000000,0.00000000,-0.31008014,0.00000000,-0.56914282,0.00000000
councilor,-0.51552889,0.27043229,0.43294603,0.73112813,0.00000000,0.00000000,0.00000000,-0.35662895,-0.25527442,-0.56387341,-0.77425855
councilperson,0.20408547,0.26392817,0.41870996,0.43965492,0.00000000,0.00000000,0.00000000,-0.33942449,0.00000000,-0.57878309,0.00000000
counsel,-0.33632454,0.76771900,0.00000000,0.72696808,0.00000000,0.29073623,0.47329080,0.00000000,0.00000000,-0.61960596,-1.97543269
counseling,1.68718988,0.25685561,0.34215596,0.77429074,0.00000000,0.96376345,0.47867310,0.00000000,0.00000000,-0.59583998,-0.53270900
counselling,1.97496226,0.00000000,0.33743885,0.81004885,0.00000000,0.96878526,0.45086962,0.00000000,0.00000000,-0.59218031,0.00000000
counsellor,-0.02819368,0.37224686,0.76247856,0.70985198,0.00000000,0.00000000,0.00000000,-0.32507822,-0.27123573,-0.56270432,-0.71375281
counselor,0.83854279,0.34942678,0.76455978,0.71517003,0.00000000,0.29600677,0.25306785,0.00000000,0.00000000,-0.57333106,-0.96635735
count,0.85331064,0.32446823,0.78331909,0.90067193,0.00000000,0.88543680,0.25478446,0.00000000,0.00000000,-0.55897719,-1.73639268
counter,0.82663754,0.27414706,0.89746237,0.91809052,0.00000000,0.28339887,0.00000000,0.00000000,0.00000000,-0.57980138,-0.96665990
counter-force,1.44451863,0.79992890,0.83857581,0.86272800,0.00000000,0.91633224,0.43709335,0.00000000,0.00000000,-0.58824092,-1.82189876
counterpart,-2.36295852,0.43353933,0.31876552,0.40577796,0.00000000,0.30149883,0.00000000,-0.27900392,-0.25823116,-0.56226683,-2.72303826
counterterrorism,-0.99384639,0.00000000,0.00000000,0.93407175,0.00000000,0.48750722,0.39135492,-0.25400770,0.00000000,-0.64761513,-1.90515745
countess,0.82744217,0.42886838,0.75659513,0.86853731,0.00000000,0.00000000,0.33020547,-0.35755175,0.00000000,-0.55996072,-0.63925165
country,0.08625337,0.40670082,0.00000000,0.93181458,0.00000000,0.00000000,0.31687990,0.00000000,0.00000000,-0.60606366,-0.96307826
countryside,-0.66159809,0.00000000,0.31949875,0.85001370,0.00000000,0.36385718,0.40532872,0.00000000,0.00000000,-0.66783595,-1.93246049
county,0.94499013,0.67449158,0.54666179,0.95184955,0.00000000,0.00000000,0.25453669,0.00000000,0.00000000,-0.58022594,-0.90232354
couple,1.51479858,0.91018960,0.33215556,0.83959612,0.00000000,0.40081912,0.00000000,-0.40536913,0.00000000,-0.56259269,0.00000000
coupon,0.59089637,0.00000000,0.94320911,0.90106210,0.00000000,0.71491426,0.34867802,0.00000000,0.00000000,-0.57222879,-1.74473834
courage,0.96876201,0.00000000,0.30274701,0.90302196,0.00000000,0.79299739,0.47280774,0.00000000,0.00000000,-0.57056552,-0.93224657
course,0.95658782,0.33264980,0.79765892,0.93939757,0.00000000,0.92579046,0.36503729,0.00000000,0.00000000,-0.58722991,-1.81671631
court,0.07924601,0.93798178,0.41648620,0.77898118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58529842,-1.46890473
courthouse,-0.72028887,0.00000000,0.75851458,0.95401359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55739456,-1.87542248
courtroom,-0.24390081,0.65728876,0.76542005,0.82357922,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57042342,-1.91976541
cousin,-0.19798136,0.00000000,0.78225911,0.82772383,0.00000000,0.35776511,0.32733458,0.00000000,0.00000000,-0.59308094,-1.89998305
covariate,1.19874698,0.41857320,0.81182930,0.96102291,0.00000000,0.86891383,0.41165909,0.00000000,0.00000000,-0.60955584,-1.66369551
cover,1.14741224,0.00000000,0.81891376,0.81031859,0.00000000,0.69761163,0.36981976,0.00000000,0.00000000,-0.57940137,-0.96985012
coverage,1.49623090,0.35989326,0.36584991,0.92765385,0.00000000,0.96263665,0.48214984,0.00000000,0.00000000,-0.63533360,-0.96661901
coverall,0.74299636,0.36408293,0.92731979,0.83295679,0.00000000,0.46708286,0.00000000,0.00000000,0.00000000,-0.58696032,-1.26148570
cow,0.13896343,0.00000000,0.90054199,0.88698778,0.00000000,0.27463129,0.45901448,0.00000000,0.00000000,-0.57544953,-1.80676258
cowbell,0.80686599,0.00000000,0.83859533,0.88640910,0.00000000,0.31524143,0.28718117,0.00000000,0.00000000,-0.56265199,-0.95790905
cowboy,-0.38587606,0.30477679,0.75746194,0.45611918,0.00000000,0.00000000,0.31632444,0.00000000,0.00000000,-0.56580555,-1.65475285
coyote,0.66690537,0.67374295,0.81109145,0.83789685,0.00000000,0.00000000,0.30047223,0.00000000,0.00000000,-0.58806092,-1.36823720
crab,-0.18055868,0.64281210,0.84512103,0.91221070,0.00000000,0.36010522,0.47496626,0.00000000,0.00000000,-0.57506251,-2.84071147
crack,-0.32989553,0.00000000,0.79564726,0.94983613,0.00000000,0.76279092,0.40457287,0.00000000,0.00000000,-0.59751087,-2.64523184
cracker,0.97470087,0.29279733,0.93009025,0.79920781,0.00000000,0.91727456,0.39508513,0.00000000,0.00000000,-0.57656670,-1.78318751
crackers,1.38118467,0.26300436,0.32545146,0.00000000,0.00000000,0.91237929,0.43671933,0.00000000,0.00000000,-0.55636978,0.00000000
cradle,0.61441529,0.00000000,0.92131487,0.81622687,0.00000000,0.41384077,0.00000000,0.00000000,0.00000000,-0.56716621,-0.96980101
craft,-0.91072258,0.36096272,0.77517077,0.38232791,0.00000000,0.94477674,0.44799224,0.00000000,-0.43078354,-0.54269326,-2.84847617
craftsman,0.46002045,0.35899562,0.74380857,0.44866559,0.00000000,0.31166971,0.35452172,-0.28780475,0.00000000,-0.58641154,-0.88342446
cranberry,1.77491677,0.00000000,0.90477604,0.94554847,0.00000000,0.91517010,0.47336295,0.00000000,0.00000000,-0.57731253,-0.88662827
crane,0.59779736,0.43786344,0.90820560,0.87201583,0.00000000,0.37223452,0.28510931,0.00000000,0.00000000,-0.58294845,-1.69468290
cranky,0.46334180,0.43156156,0.00000000,0.77045530,0.00000000,0.27363846,0.00000000,-0.37782529,0.00000000,-0.63448822,0.00000000
crap,0.52928093,0.29217315,0.33346367,0.95593515,0.00000000,0.86229560,0.48608860,0.00000000,0.00000000,-0.57590306,-1.82477218
crash,-0.20763430,0.31430143,0.90602776,0.91337463,0.00000000,0.92667344,0.00000000,0.00000000,0.00000000,-0.57721096,-2.69080061
crate,0.50466129,0.00000000,0.93970746,0.87569013,0.00000000,0.34059915,0.46250471,0.00000000,0.00000000,-0.59976900,-1.51407117
cravat,1.02704230,0.42182192,0.89240968,0.91552511,0.00000000,0.92818934,0.37439999,0.00000000,0.00000000,-0.58009827,-1.92520547
craw,0.31072772,0.34363893,0.66974160,0.94714749,0.00000000,0.68465728,0.00000000,0.00000000,0.00000000,-0.57502300,-1.75943458
crawdad,0.92367932,0.47218260,0.82411844,0.93010244,0.00000000,0.78093290,0.36824635,0.00000000,0.00000000,-0.58783299,-1.86407042
crayfish,1.84065649,0.89561662,0.80439287,0.90387505,0.00000000,0.76256955,0.74260759,0.00000000,0.00000000,-0.55957997,-1.70882523
crayon,0.11022073,0.00000000,0.88318235,0.84602937,0.00000000,0.35141742,0.46310398,0.00000000,0.00000000,-0.53325015,-1.90026224
crazy,-0.85021809,0.46042660,0.00000000,0.74073392,0.00000000,0.48058653,0.27842793,-0.29973373,0.00000000,-0.59714979,-1.91350955
cream,1.09664622,0.28015357,0.74565712,0.94252387,0.00000000,0.87394252,0.49023366,0.00000000,0.00000000,-0.57548296,-1.66038156
creation,1.32533354,0.42695984,0.88167059,0.85898623,0.00000000,0.92929399,0.37914890,0.00000000,0.00000000,-0.59580386,-1.55492216
creationism,1.70934749,0.38291419,0.31772721,0.94431916,0.00000000,0.48044190,0.46254328,-0.28621593,0.00000000,-0.59238231,0.00000000
creationist,-0.16239929,0.43199256,0.66695583,0.74702266,0.00000000,0.00000000,0.00000000,-0.62216699,-0.29935730,-0.58100414,-0.50584191
creative,0.46374914,0.48504654,0.55954519,0.88506705,0.00000000,0.35427740,0.28200635,-0.57371047,0.00000000,-0.57670844,-0.95177448
creativity,0.61945522,0.29914078,0.36001557,0.94721729,0.00000000,0.95809260,0.48709714,0.00000000,0.00000000,-0.57769096,-1.85441720
creator,-0.60731664,0.36594531,0.69187054,0.82883421,0.00000000,0.25586656,0.00000000,-0.28262815,0.00000000,-0.56732911,-1.89987600
creature,-0.03677619,0.46217433,0.73601922,0.85328335,0.00000000,0.00000000,0.40985656,0.00000000,0.00000000,-0.57530093,-1.92280871
creche,1.15791827,0.47094151,0.91082150,0.95643011,0.00000000,0.93085846,0.38763675,0.00000000,0.00000000,-0.57174444,-1.92702562
credential,1.52503082,0.00000000,0.91919729,0.88743213,0.00000000,0.87516317,0.43163532,0.00000000,0.00000000,-0.61545730,-0.97293979
credenza,3.03826609,0.37338257,0.86426359,0.96499845,0.00000000,0.92999360,0.47811642,0.00000000,0.00000000,-0.57248855,0.00000000
credibility,-1.80516931,0.00000000,0.00000000,0.92541325,0.00000000,0.00000000,0.45340297,0.00000000,0.00000000,-0.61651564,-2.56746989
credit,0.61321703,0.00000000,0.68394631,0.94677109,0.00000000,0.90861070,0.48140785,0.00000000,0.00000000,-0.60984069,-1.79767823
creditor,-0.04522222,0.45035192,0.65435034,0.84501043,0.00000000,0.26536009,0.27304050,0.00000000,0.00000000,-0.61492383,-1.91841167
creek,0.41974199,0.00000000,0.90815100,0.96071389,0.00000000,0.63166046,0.44918138,0.00000000,0.00000000,-0.59776938,-1.93219537
creme brulee,1.61435616,0.30967519,0.89117691,0.90198746,0.00000000,0.95176557,0.47416025,0.00000000,0.00000000,-0.55791312,-1.35649610
crepe,0.23048693,0.00000000,0.91137427,0.92285106,0.00000000,0.42904839,0.38254356,0.00000000,0.00000000,-0.53153205,-1.88379830
crest,-0.36127031,0.00000000,0.93312854,0.96217021,0.00000000,0.83245876,0.00000000,0.00000000,0.00000000,-0.60241306,-2.48661476
crew,-0.50619495,0.96518788,0.65792122,0.79618162,0.00000000,0.40777129,0.00000000,0.00000000,0.00000000,-0.57855070,-2.75470626
crewman,0.89228097,0.36686587,0.70863506,0.71212286,0.00000000,0.29481930,0.37746984,0.00000000,0.00000000,-0.59548664,-0.97214532
crewmate,0.35602453,0.30866298,0.79788345,0.70559484,0.00000000,0.33197576,0.28902239,0.00000000,0.00000000,-0.59889126,-1.47822362
crewmember,0.27150851,0.29901835,0.65583411,0.78063285,0.00000000,0.30457699,0.00000000,-0.25139683,0.00000000,-0.59234458,-0.92481238
crewmen,1.08677122,0.75693396,0.00000000,0.85304937,0.00000000,0.33483627,0.43245268,-0.69871151,0.00000000,-0.59178954,0.00000000
cria,3.91797572,0.94803765,0.78534049,0.95816922,0.00000000,0.92495263,0.88364431,0.00000000,0.00000000,-0.58216858,0.00000000
crib,-0.23392799,0.37053439,0.94278461,0.89855912,0.00000000,0.37648052,0.27585033,0.00000000,0.00000000,-0.59145820,-2.50667876
cribbage,1.10078296,0.31173736,0.33902806,0.46905586,0.00000000,0.88252836,0.48552030,0.00000000,0.00000000,-0.60047781,-0.78660917
cricket,0.65546620,0.29410109,0.28431630,0.91974571,0.00000000,0.91520107,0.46837932,0.00000000,0.00000000,-0.53229964,-1.69397765
cricketer,0.05853593,0.37040365,0.76495034,0.46648565,0.00000000,0.34870616,0.00000000,0.00000000,0.00000000,-0.57779831,-1.31421155
crime,0.41012427,0.00000000,0.69977623,0.91683206,0.00000000,0.85463905,0.43171871,0.00000000,0.00000000,-0.57679641,-1.91604537
criminal,0.93020734,0.33052340,0.61025414,0.81710762,0.00000000,0.44341114,0.28310961,0.00000000,0.00000000,-0.58900726,-0.96519130
crinoline,1.22040465,0.44685754,0.82584774,0.93788034,0.00000000,0.80513617,0.47722426,0.00000000,0.00000000,-0.56940401,-1.70313740
crisis,0.79039821,0.28426057,0.76925737,0.93050528,0.00000000,0.89538050,0.25366768,0.00000000,0.00000000,-0.59930807,-1.74336511
crisp,-0.75249827,0.00000000,0.85927185,0.86285207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58626842,-1.88835377
criteria,-0.44753048,0.25290865,0.33059341,0.94717881,0.00000000,0.89013994,0.41246945,0.00000000,0.00000000,-0.56488955,-2.71593118
criterion,-0.01975730,0.00000000,0.74867362,0.95873624,0.00000000,0.80101898,0.46399140,0.00000000,0.00000000,-0.59255362,-2.39962393
critic,1.36899781,0.44804305,0.73043588,0.83854356,0.00000000,0.30832270,0.28963700,-0.31983167,-0.33492613,-0.59122658,0.00000000
criticism,0.81208569,0.42789873,0.36456925,0.92212954,0.00000000,0.95218688,0.45410651,0.00000000,0.00000000,-0.60755306,-1.70125216
crocodile,0.78659305,0.44675654,0.86096838,0.87560815,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59562075,-0.80111927
crocus,2.63933945,0.90856040,0.71413118,0.93704429,0.00000000,0.78221676,0.71893167,0.00000000,0.00000000,-0.55284905,-0.86869580
croissant,0.69906557,0.00000000,0.93044516,0.84578359,0.00000000,0.94304547,0.46897703,0.00000000,0.00000000,-0.56771916,-1.92146653
crook,-0.22220990,0.39122489,0.74014437,0.87661573,0.00000000,0.68501022,0.27728999,0.00000000,0.00000000,-0.61424810,-2.57824701
crop,1.03741485,0.68655631,0.90463158,0.91650411,0.00000000,0.94027710,0.46121648,0.00000000,0.00000000,-0.59578723,-2.27598351
cross,1.70456499,0.44777977,0.87448946,0.92696017,0.00000000,0.75203913,0.25672123,0.00000000,0.00000000,-0.58686656,-0.96655822
cross-contamination,2.52388608,0.40767458,0.40533385,0.92668563,0.00000000,0.95851424,0.43081078,0.00000000,0.00000000,-0.60513300,0.00000000
cross-stitch,0.53008595,0.42650259,0.81937069,0.94791478,0.00000000,0.94019103,0.44730553,0.00000000,0.00000000,-0.56546223,-2.48573643
crotch,0.87042132,0.00000000,0.76478773,0.93313226,0.00000000,0.34322023,0.38752705,0.00000000,0.00000000,-0.61279672,-0.94544923
croup,1.39677897,0.96481594,0.72277051,0.93944287,0.00000000,0.27592313,0.00000000,0.00000000,0.00000000,-0.57052439,-0.93564910
crow,-0.94612864,0.42488003,0.84222135,0.90565664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55879569,-2.56009096
crowd,1.21454215,0.94804069,0.75458172,0.75583774,0.00000000,0.31049800,0.00000000,0.00000000,0.00000000,-0.59153378,-0.96288222
crown,1.16251498,0.27108240,0.87827277,0.91907740,0.00000000,0.34923577,0.31559718,0.00000000,0.00000000,-0.59934098,-0.97140956
crucifixion,2.05211836,0.00000000,0.76646990,0.90646127,0.00000000,0.95246342,0.00000000,0.00000000,0.00000000,-0.57327622,0.00000000
crude,1.32627505,0.00000000,0.77390409,0.93777892,0.00000000,0.65050870,0.48803160,0.00000000,0.00000000,-0.59511048,-0.92883778
cruelty,1.07634440,0.00000000,0.34886691,0.90340376,0.00000000,0.90814960,0.47110772,0.00000000,0.00000000,-0.59051847,-0.96466511
cruise,1.05790523,0.78756857,0.92605519,0.90885666,0.00000000,0.94098073,0.00000000,0.00000000,0.00000000,-0.56249970,-1.94305623
crumb,0.94976526,0.00000000,0.85762510,0.90996745,0.00000000,0.28820547,0.44316575,0.00000000,0.00000000,-0.58145499,-0.96774352
crunch,-0.59299532,0.00000000,0.77941689,0.85141262,0.00000000,0.48724359,0.36560360,0.00000000,0.00000000,-0.58824611,-2.48842591
crusader,1.66580209,0.46436572,0.76028427,0.75791267,0.00000000,0.28461960,0.00000000,0.00000000,0.00000000,-0.60138017,0.00000000
crush,2.07030985,0.92922705,0.92444581,0.92762437,0.00000000,0.81443000,0.00000000,0.00000000,0.00000000,-0.55268079,-0.97273660
crust,0.42935699,0.27202260,0.84860566,0.92693615,0.00000000,0.42385447,0.47313276,0.00000000,0.00000000,-0.61355358,-1.90164107
cry,0.47989535,0.00000000,0.86575553,0.86516041,0.00000000,0.89140680,0.25465661,0.00000000,0.00000000,-0.57253689,-1.82454711
crystal,0.39082178,0.00000000,0.85273570,0.89421865,0.00000000,0.69271010,0.48631299,0.00000000,0.00000000,-0.61022758,-1.92492807
crystallography,2.74467897,0.29159385,0.65624288,0.92669296,0.00000000,0.96528026,0.47275740,0.00000000,0.00000000,-0.56788838,0.00000000
cub,0.43366426,0.47207153,0.80689996,0.87216768,0.00000000,0.33285362,0.25908193,0.00000000,0.00000000,-0.58138359,-1.72802687
cube,0.56535906,0.43911090,0.91304633,0.92190409,0.00000000,0.28261515,0.29255107,0.00000000,0.00000000,-0.55874288,-1.72512561
cuckoo,-0.35584310,0.43320251,0.77198002,0.92344677,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57459354,-1.90987885
cucumber,1.19664279,0.30502495,0.88872382,0.88948110,0.00000000,0.71511114,0.45702630,0.00000000,0.00000000,-0.57804656,-1.48067796
cue,0.11894709,0.27665457,0.87005684,0.95914775,0.00000000,0.74633324,0.42763346,0.00000000,0.00000000,-0.58308172,-2.57779706
cuff-link,0.59737509,0.00000000,0.92711708,0.90664753,0.00000000,0.90493241,0.33320495,0.00000000,0.00000000,-0.56856149,-1.90596539
cuisine,0.90977967,0.26997301,0.73831892,0.96595925,0.00000000,0.94559047,0.48398221,0.00000000,0.00000000,-0.57582140,-1.91822278
cultivar,0.62001708,0.44190755,0.86431128,0.95843363,0.00000000,0.37725344,0.28507963,0.00000000,0.00000000,-0.59904104,-1.70792741
cultivator,1.22577089,0.47304434,0.77476946,0.91071972,0.00000000,0.27868748,0.00000000,0.00000000,0.00000000,-0.59852260,-0.61292750
culture,2.29462981,0.86163595,0.75253120,0.95218664,0.00000000,0.82996115,0.46387938,0.00000000,0.00000000,-0.60061890,-0.96494561
culvert,-0.30331093,0.00000000,0.91397458,0.93543771,0.00000000,0.30521628,0.00000000,0.00000000,0.00000000,-0.61135715,-1.84658235
cummerbund,1.66769850,0.84185737,0.93616551,0.90748751,0.00000000,0.95339239,0.54434192,0.00000000,0.00000000,-0.58854812,-1.92699808
cup,0.25240135,0.00000000,0.94902956,0.91864133,0.00000000,0.35526571,0.36609331,0.00000000,0.00000000,-0.55636114,-1.78026742
cupboard,0.43639299,0.00000000,0.82340577,0.81098998,0.00000000,0.00000000,0.29283202,0.00000000,0.00000000,-0.54356331,-0.94727147
cupcake,0.74187142,0.00000000,0.92278627,0.80703229,0.00000000,0.74593890,0.48781154,0.00000000,0.00000000,-0.55999279,-1.66170478
cupola,1.91233242,0.31224245,0.89282733,0.92786735,0.00000000,0.78972813,0.48574391,0.00000000,0.00000000,-0.55555695,-0.94051981
curd,1.27963993,0.73960337,0.86173260,0.92548516,0.00000000,0.75457090,0.44559863,0.00000000,0.00000000,-0.54076093,-1.90658981
cure,0.68547064,0.00000000,0.89142317,0.96027362,0.00000000,0.94443780,0.36390448,0.00000000,0.00000000,-0.54043204,-1.93413639
curio,1.36819738,0.47675988,0.90064630,0.95140317,0.00000000,0.83000019,0.34426451,0.00000000,0.00000000,-0.56153947,-1.57333720
curiosity,0.93986845,0.28521031,0.77840361,0.96730083,0.00000000,0.86218864,0.47308293,0.00000000,0.00000000,-0.56027269,-1.86604518
curl,0.20141035,0.26307249,0.90847331,0.89313620,0.00000000,0.59378362,0.39350456,0.00000000,0.00000000,-0.57596421,-2.27459562
curler,0.43048093,0.38636041,0.83265799,0.75737974,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59580988,-0.95010734
currant,1.62968481,0.44761986,0.78271317,0.92403308,0.00000000,0.62834731,0.39292097,0.00000000,0.00000000,-0.60356778,-0.94238180
currency,0.58832791,0.00000000,0.91345498,0.95612493,0.00000000,0.74569857,0.48832908,0.00000000,0.00000000,-0.58131605,-1.93396360
current,0.65820929,0.72142321,0.40919846,0.95852086,0.00000000,0.75593895,0.28477758,0.00000000,0.00000000,-0.63335687,-1.83829290
curriculum,1.99841270,0.29205516,0.90983173,0.95457888,0.00000000,0.94338092,0.48716408,0.00000000,0.00000000,-0.62406367,-0.96453440
curry,-0.14870036,0.00000000,0.93023121,0.93041518,0.00000000,0.94761032,0.48891261,0.00000000,0.00000000,-0.57259560,-2.87327409
curse,0.86805081,0.29614744,0.90095121,0.91853723,0.00000000,0.79852599,0.44165236,0.00000000,0.00000000,-0.57338196,-1.91438144
cursor,1.14817935,0.28880048,0.89751184,0.90530205,0.00000000,0.26061121,0.37043980,0.00000000,0.00000000,-0.62205082,-0.95243520
curtailment,2.43951908,0.00000000,0.79584521,0.89242154,0.00000000,0.95339096,0.38778552,0.00000000,0.00000000,-0.58992416,0.00000000
curtain,-0.64862749,0.00000000,0.88860172,0.79285982,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61405689,-1.71603215
curve,0.85445756,0.35742721,0.90375537,0.95418325,0.00000000,0.77771956,0.37081087,0.00000000,0.00000000,-0.65424931,-1.85518938
cushion,0.83241215,0.00000000,0.92560005,0.75192782,0.00000000,0.25662121,0.45550141,0.00000000,0.00000000,-0.58490944,-0.97232890
custard,1.00491416,0.00000000,0.88522667,0.91349614,0.00000000,0.76219654,0.48794454,0.00000000,0.00000000,-0.54850543,-1.49544430
custody,1.22859403,0.00000000,0.00000000,0.86992288,0.00000000,0.47997898,0.47485700,0.00000000,0.00000000,-0.59616482,0.00000000
custom,0.93863726,0.33492538,0.82581803,0.91025370,0.00000000,0.94681382,0.43180680,0.00000000,0.00000000,-0.64789498,-1.86308551
customer,1.07375064,0.45451540,0.62695909,0.67824271,0.00000000,0.43768844,0.41916135,0.00000000,0.00000000,-0.57982576,-0.96299058
cut,-0.18184608,0.00000000,0.88307309,0.92959881,0.00000000,0.91750321,0.38525334,0.00000000,0.00000000,-0.59311569,-2.70415884
cuticle,1.85331339,0.31251693,0.92398959,0.85764939,0.00000000,0.85260436,0.37170866,0.00000000,0.00000000,-0.57023400,-0.89492154
cutlet,2.00801000,0.31109947,0.91709751,0.85638458,0.00000000,0.78065392,0.40390086,0.00000000,0.00000000,-0.59310442,-0.66802192
cutover,1.73373529,0.00000000,0.90838882,0.92829078,0.00000000,0.94751325,0.37191406,0.00000000,0.00000000,-0.58305955,-0.83931208
cutting,2.00122294,0.27375537,0.74491790,0.84963658,0.00000000,0.96693850,0.47898796,0.00000000,0.00000000,-0.58128941,-0.73172396
cyclamen,1.57550919,0.96571046,0.66263810,0.95747870,0.00000000,0.36370856,0.44841257,0.00000000,0.00000000,-0.59417874,-1.22826046
cycle,-0.08446169,0.42346933,0.90242597,0.94915423,0.00000000,0.86153719,0.28879422,0.00000000,0.00000000,-0.61423200,-2.89561063
cyclone,0.67599574,0.41497597,0.83912379,0.93322259,0.00000000,0.79853040,0.00000000,0.00000000,0.00000000,-0.59088546,-1.71897155
cyclooxygenase,1.35350960,0.47563812,0.87648842,0.96737722,0.00000000,0.95428473,0.39111289,0.00000000,0.00000000,-0.59425962,-1.71713215
cygnet,1.03294310,0.48141268,0.87216443,0.95433336,0.00000000,0.91292679,0.32903385,0.00000000,0.00000000,-0.59565240,-1.92127562
cylinder,0.38851008,0.33442819,0.91761127,0.89974076,0.00000000,0.37555459,0.36837670,0.00000000,0.00000000,-0.59094423,-1.91625720
cymbal,1.12502515,0.47503942,0.90695000,0.95604143,0.00000000,0.93178001,0.35007250,0.00000000,0.00000000,-0.56956279,-1.92529541
cynic,1.47531611,0.70014071,0.65093943,0.81323364,0.00000000,0.28645298,0.26107800,-0.30604243,-0.35785839,-0.57262784,0.00000000
cyst,1.55401325,0.43564677,0.87968194,0.95540762,0.00000000,0.90504897,0.44267648,0.00000000,0.00000000,-0.59929889,-1.46514964
cytokine,1.27184469,0.43716615,0.91151047,0.95562735,0.00000000,0.89208767,0.46730536,0.00000000,0.00000000,-0.62989473,-1.76195759
cytoplasm,1.26500198,0.48358846,0.89115176,0.95436683,0.00000000,0.90595803,0.47395718,0.00000000,0.00000000,-0.59363258,-1.85038769
dad,0.62625366,0.00000000,0.74504265,0.83058307,0.00000000,0.37346148,0.00000000,0.00000000,0.00000000,-0.60298216,-0.71985137
daddy,-0.46082738,0.00000000,0.35653496,0.86114046,0.00000000,0.00000000,0.00000000,-0.28350961,0.00000000,-0.58626521,-0.80872798
daffodil,1.09783849,0.29082045,0.88227805,0.91692907,0.00000000,0.88863391,0.39475748,0.00000000,0.00000000,-0.54230905,-1.73327142
dagger,1.13494268,0.00000000,0.94662181,0.83676627,0.00000000,0.84969071,0.47717094,0.00000000,0.00000000,-0.57808954,-1.39721751
dahlia,3.11179048,0.88596874,0.75039962,0.94997323,0.00000000,0.87681466,0.86036757,0.00000000,0.00000000,-0.56594384,-0.64578950
daikon,1.84493357,0.92233825,0.78266519,0.94703200,0.00000000,0.94902894,0.72253472,0.00000000,0.00000000,-0.56619555,-1.91246998
daily,-2.21157256,0.31581303,0.00000000,0.69985431,0.00000000,0.00000000,0.00000000,-0.76985627,0.00000000,-0.56065601,-1.89672762
dairy,1.84724781,0.31342939,0.78616738,0.93706736,0.00000000,0.87045541,0.48291659,0.00000000,0.00000000,-0.57158023,-0.97120810
daisy,1.83958772,0.39420921,0.80342063,0.93027568,0.00000000,0.73072410,0.45429307,0.00000000,0.00000000,-0.55134332,-0.92199165
dam,1.02305695,0.00000000,0.89243671,0.94317877,0.00000000,0.79179847,0.00000000,0.00000000,0.00000000,-0.62984252,-0.97451448
damage,1.05340868,0.00000000,0.35052586,0.87824294,0.00000000,0.92823744,0.48482236,0.00000000,0.00000000,-0.61388355,-0.97453636
dame,1.28487134,0.64602417,0.73441502,0.93812746,0.00000000,0.27589324,0.00000000,0.00000000,0.00000000,-0.55653948,-0.75304908
damn,-1.19246238,0.00000000,0.00000000,0.78554699,0.00000000,0.27038398,0.00000000,0.00000000,0.00000000,-0.60791409,-1.64047927
dance,0.12467951,0.41901180,0.86563259,0.93507451,0.00000000,0.95491156,0.33901310,0.00000000,0.00000000,-0.52324021,-2.86572385
dancer,0.39347225,0.41205642,0.77541697,0.71217996,0.00000000,0.39247924,0.31467375,0.00000000,0.00000000,-0.57290882,-1.64042526
