noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable,Collective_0,Collective_1,Common_0,Common_1,Count_0,Count_1,Derived_0,Eventive_0,Eventive_1,Mass_0,Mass_1,Pluralia Tantum_0,Pluralia Tantum_1,Singularia Tantum_0,Singularia Tantum_1,Usually Verb_0,Verbalizable_0,Verbalizable_1,Verbalizable_2
competence,0.40248108,0.00000000,0.71692091,0.96866018,0.00000000,0.77278116,0.46143040,0.00000000,0.00000000,-0.59881508,-1.91849649,0.00000000,0.00000000,0.73600632,0.69783551,0.96308541,0.97423494,0.00000000,0.57517558,0.97038674,0.92286080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59881508,0.00000000,-0.95218521,-0.96631128
competition,1.07516667,0.43976769,0.87946782,0.87130111,0.00000000,0.90877652,0.40614232,0.00000000,0.00000000,-0.56760955,-1.86267924,0.87953538,0.00000000,0.89891988,0.86001575,0.94450915,0.79809308,0.00000000,0.83768618,0.97986686,0.81228465,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56760955,0.00000000,-0.91072363,-0.95195562
competitor,-0.05613959,0.46427578,0.64775965,0.82523385,0.00000000,0.00000000,0.37681884,0.00000000,0.00000000,-0.59034741,-1.77988029,0.92855155,0.00000000,0.73145092,0.56406838,0.91551244,0.73495525,0.00000000,0.00000000,0.00000000,0.75363767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59034741,0.00000000,-0.82038349,-0.95949680
complaint,2.91243809,0.39841002,0.89018214,0.86581418,0.00000000,0.90926984,0.43069261,0.00000000,0.00000000,-0.58193070,0.00000000,0.79682004,0.00000000,0.92694533,0.85341895,0.76946992,0.96215844,0.00000000,0.84249365,0.97604603,0.86138523,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58193070,0.00000000,0.00000000,0.00000000
complement,1.87710860,0.88939908,0.82779500,0.94471887,0.00000000,0.42362410,0.31477642,0.00000000,0.00000000,-0.56636798,-0.95683688,0.94251376,0.83628440,0.85563684,0.79995316,0.95099837,0.93843937,0.00000000,0.00000000,0.84724820,0.62955284,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56636798,0.00000000,-0.95683688,0.00000000
completion,-0.02777821,0.00000000,0.34365305,0.93288448,0.00000000,0.79150385,0.00000000,0.00000000,0.00000000,-0.62295383,-1.47286576,0.00000000,0.00000000,0.00000000,0.68730611,0.95551938,0.91024959,0.00000000,0.60365558,0.97935212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62295383,0.00000000,-0.51471621,-0.95814955
complex,0.69641963,0.47771415,0.71433482,0.90319610,0.00000000,0.80703065,0.00000000,0.00000000,0.00000000,-0.64756024,-1.55829585,0.95542830,0.00000000,0.66759223,0.76107740,0.86806339,0.93832880,0.00000000,0.64415228,0.96990901,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.64756024,0.00000000,-0.59285372,-0.96544212
complexity,0.27257785,0.26438543,0.33709481,0.92910686,0.00000000,0.81089178,0.48169258,0.00000000,0.00000000,-0.63554549,-1.91504812,0.52877086,0.00000000,0.00000000,0.67418963,0.93176496,0.92644876,0.00000000,0.64894229,0.97284126,0.96338516,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63554549,0.00000000,-0.95344526,-0.96160287
compliance,0.03199929,0.00000000,0.31881407,0.93617037,0.00000000,0.86574000,0.44263595,0.00000000,0.00000000,-0.61460251,-1.91675860,0.00000000,0.00000000,0.00000000,0.63762814,0.90535945,0.96698129,0.00000000,0.75040948,0.98107052,0.88527191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61460251,0.00000000,-0.95419896,-0.96255964
complication,0.52346522,0.00000000,0.78966948,0.94017228,0.00000000,0.88017857,0.44170696,0.00000000,0.00000000,-0.60700178,-1.92126030,0.00000000,0.00000000,0.69951075,0.87982821,0.91937459,0.96096998,0.00000000,0.77840972,0.98194742,0.88341391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60700178,0.00000000,-0.95436174,-0.96689856
complicity,-0.28286481,0.35801330,0.31987172,0.90775901,0.00000000,0.90745622,0.46374008,0.00000000,0.00000000,-0.62489718,-2.61480796,0.71602660,0.00000000,0.00000000,0.63974345,0.88462061,0.93089741,0.00000000,0.83821946,0.97669297,0.92748016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62489718,-0.70771909,-0.94063878,-0.96645010
compliment,1.57066512,0.00000000,0.93679789,0.81508380,0.00000000,0.91715494,0.45728689,0.00000000,0.00000000,-0.58808243,-0.96757597,0.00000000,0.00000000,0.96820134,0.90539443,0.89249152,0.73767608,0.00000000,0.85877329,0.97553658,0.91457379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58808243,0.00000000,-0.96757597,0.00000000
component,0.30282083,0.46182594,0.77570069,0.95669019,0.00000000,0.93140429,0.46423650,0.00000000,0.00000000,-0.62792319,-2.65911359,0.92365187,0.00000000,0.77983230,0.77156907,0.93820339,0.97517699,0.00000000,0.91379738,0.94901121,0.92847300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62792319,-0.73596162,-0.95501989,-0.96813208
comportment,2.86000949,0.42243034,0.76317647,0.92300498,0.00000000,0.92302638,0.44746354,0.00000000,0.00000000,-0.61909223,0.00000000,0.84486067,0.00000000,0.68790960,0.83844334,0.89620376,0.94980621,0.00000000,0.87518412,0.97086865,0.89492708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61909223,0.00000000,0.00000000,0.00000000
composer,0.67196089,0.36273822,0.77031341,0.88858715,0.00000000,0.66978753,0.32815203,0.00000000,0.00000000,-0.55375892,-1.79385853,0.72547644,0.00000000,0.91217631,0.62845051,0.92157644,0.85559785,0.00000000,0.81457967,0.52499539,0.65630406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55375892,0.00000000,-0.89155567,-0.90230286
composite,1.02793479,0.45949954,0.87522444,0.96096373,0.00000000,0.86038285,0.25060156,0.00000000,0.00000000,-0.61864471,-1.76009262,0.91899908,0.00000000,0.83707464,0.91337425,0.95595670,0.96597075,0.00000000,0.75245339,0.96831232,0.50120312,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61864471,0.00000000,-0.83522242,-0.92487019
composition,1.38572285,0.47276068,0.91747850,0.92423695,0.00000000,0.97113845,0.47441870,0.00000000,0.00000000,-0.59263325,-1.78167719,0.94552135,0.00000000,0.88658470,0.94837230,0.88599288,0.96248102,0.00000000,0.95998323,0.98229367,0.94883740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59263325,0.00000000,-0.81529325,-0.96638393
compost,0.52757376,0.00000000,0.63833231,0.90404856,0.00000000,0.93459064,0.49055791,0.00000000,0.00000000,-0.55917794,-1.88077772,0.00000000,0.00000000,0.53136188,0.74530274,0.85273540,0.95536172,0.00000000,0.92440289,0.94477838,0.98111582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55917794,-0.90585786,-0.97491986,0.00000000
comprehension,-0.34068838,0.00000000,0.58903545,0.94934547,0.00000000,0.92344612,0.42133203,0.00000000,0.00000000,-0.62013203,-2.60371542,0.00000000,0.00000000,0.52831972,0.64975119,0.93571895,0.96297199,0.00000000,0.87128550,0.97560674,0.84266406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62013203,-0.67639387,-0.96025354,-0.96706802
compress,0.51408249,0.36183420,0.85536107,0.90684915,0.00000000,0.78956288,0.00000000,0.00000000,0.00000000,-0.58782202,-1.81170279,0.72366840,0.00000000,0.96389240,0.74682975,0.91838628,0.89531201,0.00000000,0.78500742,0.79411834,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58782202,-0.84008306,-0.97161973,0.00000000
compromise,0.97631228,0.30192477,0.91861215,0.90303841,0.00000000,0.91341433,0.41800949,0.00000000,0.00000000,-0.56535369,-1.91333318,0.60384953,0.00000000,0.93689650,0.90032780,0.90369648,0.90238035,0.00000000,0.84802175,0.97880691,0.83601898,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56535369,-0.95295495,-0.96037823,0.00000000
comptroller,0.62307766,0.34757385,0.42527512,0.77809879,0.00000000,0.00000000,0.00000000,-0.33985478,0.00000000,-0.58801532,0.00000000,0.69514769,0.00000000,0.85055023,0.00000000,0.90337241,0.65282518,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.67970955,0.00000000,0.00000000,0.00000000,-0.58801532,0.00000000,0.00000000,0.00000000
compulsion,0.86897990,0.00000000,0.89442408,0.95599589,0.00000000,0.91710693,0.44086546,0.00000000,0.00000000,-0.61361217,-1.72580028,0.00000000,0.00000000,0.87428463,0.91456354,0.95546412,0.95652765,0.00000000,0.85879850,0.97541535,0.88173091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61361217,0.00000000,-0.75834405,-0.96745622
computer,1.06610444,0.00000000,0.94083831,0.85444206,0.00000000,0.39072940,0.43319079,0.00000000,0.00000000,-0.59265995,-0.96043617,0.00000000,0.00000000,0.96451157,0.91716504,0.90118563,0.80769849,0.00000000,0.78145880,0.00000000,0.86638159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59265995,0.00000000,0.00000000,-0.96043617
comradeship,2.59434161,0.46958867,0.64387733,0.86030149,0.00000000,0.87921646,0.36401334,0.00000000,0.00000000,-0.62265569,0.00000000,0.93917733,0.00000000,0.58021188,0.70754278,0.94373137,0.77687162,0.00000000,0.78356916,0.97486377,0.72802669,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62265569,0.00000000,0.00000000,0.00000000
con,0.24448863,0.46602839,0.32632381,0.87045535,0.00000000,0.79451427,0.00000000,-0.27726921,0.00000000,-0.65293902,-1.28262496,0.93205678,0.00000000,0.00000000,0.65264761,0.93734342,0.80356729,0.00000000,0.61588061,0.97314793,0.00000000,0.00000000,-0.55453843,0.00000000,0.00000000,0.00000000,-0.65293902,-0.54053783,-0.74208713,0.00000000
concentrate,0.29351607,0.00000000,0.54371905,0.93675432,0.00000000,0.26132506,0.35455289,-0.26566324,0.00000000,-0.58478010,-0.95239192,0.00000000,0.00000000,0.54077405,0.54666406,0.92575568,0.94775295,0.00000000,0.00000000,0.52265012,0.70910579,0.00000000,-0.53132647,0.00000000,0.00000000,0.00000000,-0.58478010,-0.95239192,0.00000000,0.00000000
concentration,0.74919614,0.41288838,0.63954464,0.93185306,0.00000000,0.87402081,0.43646094,0.00000000,0.00000000,-0.61405897,-1.93151271,0.82577676,0.00000000,0.65253586,0.62655342,0.90163296,0.96207315,0.00000000,0.78858489,0.95945674,0.87292188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61405897,0.00000000,-0.96207708,-0.96943563
concept,1.63500908,0.37830883,0.43859297,0.96007153,0.00000000,0.95692921,0.43296462,0.00000000,0.00000000,-0.57120258,-0.96065551,0.75661767,0.00000000,0.00000000,0.87718594,0.95451736,0.96562570,0.00000000,0.93361425,0.98024416,0.86592925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57120258,0.00000000,0.00000000,-0.96065551
conception,0.69278660,0.26990351,0.65536308,0.93005192,0.00000000,0.91991743,0.37477419,0.00000000,0.00000000,-0.57255059,-1.88467294,0.53980702,0.00000000,0.57797462,0.73275155,0.93965906,0.92044479,0.00000000,0.86504495,0.97478992,0.74954838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57255059,0.00000000,-0.91985840,-0.96481454
concern,2.16305667,0.35297111,0.31311274,0.88839042,0.00000000,0.80655479,0.41762516,0.00000000,0.00000000,-0.61559755,0.00000000,0.70594221,0.00000000,0.00000000,0.62622547,0.85098320,0.92579764,0.00000000,0.65981436,0.95329523,0.83525032,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61559755,0.00000000,0.00000000,0.00000000
concert,1.94066086,0.38419023,0.87862939,0.83695659,0.00000000,0.93059471,0.00000000,0.00000000,0.00000000,-0.56553102,-0.52417904,0.76838046,0.00000000,0.93692666,0.82033211,0.80927664,0.86463654,0.00000000,0.88065147,0.98053795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56553102,0.00000000,0.00000000,-0.52417904
conclusion,-0.40585029,0.00000000,0.72912928,0.93939316,0.00000000,0.79817230,0.33908024,0.00000000,0.00000000,-0.64594990,-2.56567538,0.00000000,0.00000000,0.65333068,0.80492789,0.92256331,0.95622301,0.00000000,0.61746812,0.97887647,0.67816049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.64594990,-0.65079111,-0.95372224,-0.96116203
concrete,0.54405770,0.00000000,0.35028973,0.90422744,0.00000000,0.35077354,0.48780414,0.00000000,0.00000000,-0.58180058,-0.96723658,0.00000000,0.00000000,0.00000000,0.70057946,0.86464858,0.94380629,0.00000000,0.70154709,0.00000000,0.97560829,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58180058,0.00000000,0.00000000,-0.96723658
condition,0.14737788,0.00000000,0.85777551,0.96668011,0.00000000,0.80075392,0.26833242,0.00000000,0.00000000,-0.65478760,-2.09137648,0.00000000,0.00000000,0.82521951,0.89033151,0.96806538,0.96529484,0.00000000,0.62225509,0.97925276,0.53666484,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.65478760,-0.55873621,-0.97573894,-0.55690134
conditioner,1.09986898,0.47072539,0.83856413,0.80454332,0.00000000,0.75867864,0.31769729,0.00000000,0.00000000,-0.62434787,-1.46599191,0.94145077,0.00000000,0.97051215,0.70661610,0.95710480,0.65198183,0.00000000,0.91825956,0.59909773,0.63539457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62434787,-0.50119704,-0.96479487,0.00000000
condominium,2.66916513,0.41071624,0.89747593,0.90592051,0.00000000,0.75340286,0.29309779,0.00000000,0.00000000,-0.59144819,0.00000000,0.82143247,0.00000000,0.87943482,0.91551703,0.89154506,0.92029595,0.00000000,0.60819453,0.89861119,0.58619559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59144819,0.00000000,0.00000000,0.00000000
condor,-0.21366721,0.46308219,0.79498199,0.92057654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57629168,-1.81601626,0.92616439,0.00000000,0.90468603,0.68527794,0.90419835,0.93695474,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57629168,-0.85369790,-0.96231836,0.00000000
conduct,1.36988178,0.34155461,0.36386827,0.89433235,0.00000000,0.93265298,0.39956796,0.00000000,0.00000000,-0.59326971,-0.96882468,0.68310922,0.00000000,0.00000000,0.72773653,0.92392838,0.86473632,0.00000000,0.88459378,0.98071218,0.79913592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59326971,0.00000000,-0.96882468,0.00000000
conductor,0.17760456,0.41140860,0.74813142,0.81778878,0.00000000,0.39441273,0.00000000,-0.28141022,0.00000000,-0.58851796,-1.32420880,0.82281721,0.00000000,0.84381664,0.65244621,0.90286469,0.73271286,0.00000000,0.78882545,0.00000000,0.00000000,0.00000000,-0.56282043,0.00000000,0.00000000,0.00000000,-0.58851796,0.00000000,-0.75897408,-0.56523472
cone,-0.09291884,0.31408367,0.86291793,0.90785947,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62263811,-1.55514181,0.62816733,0.00000000,0.86153167,0.86430418,0.88891697,0.92680198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62263811,0.00000000,-0.58513772,-0.97000408
confectionery,2.95541245,0.37991768,0.83445919,0.89883432,0.00000000,0.93353531,0.48501247,0.00000000,0.00000000,-0.57634652,0.00000000,0.75983536,0.00000000,0.84405857,0.82485980,0.91682404,0.88084459,0.00000000,0.89295030,0.97412032,0.97002494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57634652,0.00000000,0.00000000,0.00000000
conference,1.50829843,0.90682140,0.84873441,0.91963714,0.00000000,0.92957917,0.00000000,0.00000000,0.00000000,-0.59143537,-1.50503832,0.95485115,0.85879165,0.96360570,0.73386312,0.93269277,0.90658152,0.00000000,0.87990594,0.97925240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59143537,-0.54347879,0.00000000,-0.96155953
confidence,-0.66929826,0.00000000,0.00000000,0.89965039,0.00000000,0.71159157,0.45414734,-0.25800222,0.00000000,-0.59895670,-1.87772864,0.00000000,0.00000000,0.00000000,0.00000000,0.83860660,0.96069419,0.00000000,0.60657555,0.81660759,0.90829468,0.00000000,-0.51600444,0.00000000,0.00000000,0.00000000,-0.59895670,0.00000000,-0.91924530,-0.95848334
confidentiality,0.95198846,0.00000000,0.28484926,0.91249627,0.00000000,0.81483296,0.48134768,0.00000000,0.00000000,-0.59200251,-0.94953519,0.00000000,0.00000000,0.00000000,0.56969851,0.88946956,0.93552297,0.00000000,0.66898698,0.96067894,0.96269536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59200251,0.00000000,0.00000000,-0.94953519
configuration,1.14787185,0.47096530,0.82088050,0.95977932,0.00000000,0.97161564,0.48079571,0.00000000,0.00000000,-0.64125657,-1.91490805,0.94193059,0.00000000,0.75414526,0.88761574,0.95350087,0.96605778,0.00000000,0.96004421,0.98318708,0.96159142,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.64125657,0.00000000,-0.95031518,-0.96459287
confirmation,-0.04406038,0.00000000,0.78829807,0.93162346,0.00000000,0.96732187,0.32097641,0.00000000,0.00000000,-0.60159904,-2.45068115,0.00000000,0.00000000,0.84430349,0.73229265,0.94946706,0.91377985,0.00000000,0.95780265,0.97684109,0.64195281,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60159904,-0.55468076,-0.93683195,-0.95916843
conflict,1.71188906,0.30148900,0.69043341,0.95225096,0.00000000,0.90349770,0.41035599,0.00000000,0.00000000,-0.60644472,-0.93969327,0.60297799,0.00000000,0.64230424,0.73856258,0.94444990,0.96005201,0.00000000,0.82885903,0.97813636,0.82071197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60644472,0.00000000,0.00000000,-0.93969327
conformation,2.52306101,0.42833465,0.79943928,0.94909754,0.00000000,0.95362261,0.00000000,0.00000000,0.00000000,-0.60743308,0.00000000,0.85666931,0.00000000,0.75700366,0.84187490,0.94214052,0.95605457,0.00000000,0.93575400,0.97149122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60743308,0.00000000,0.00000000,0.00000000
confusion,0.34174451,0.00000000,0.42531231,0.94138905,0.00000000,0.94547686,0.48279548,0.00000000,0.00000000,-0.56431764,-1.88891155,0.00000000,0.00000000,0.00000000,0.85062462,0.92361909,0.95915902,0.00000000,0.91314197,0.97781175,0.96559095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56431764,0.00000000,-0.92787826,-0.96103328
conga,1.40401390,0.45814201,0.71417531,0.92360559,0.00000000,0.70857322,0.00000000,0.00000000,0.00000000,-0.58999085,-0.81049138,0.91628402,0.00000000,0.76626319,0.66208744,0.93347162,0.91373956,0.00000000,0.51313013,0.90401632,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58999085,-0.81049138,0.00000000,0.00000000
congo,1.33081183,0.89295658,0.77296978,0.95084432,0.00000000,0.85624883,0.31759179,0.00000000,0.00000000,-0.58682716,-1.87297231,0.93386066,0.85205251,0.78716159,0.75877798,0.93471050,0.96697813,0.00000000,0.77560824,0.93688941,0.63518357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58682716,-0.91286516,-0.96010715,0.00000000
congregation,0.62620568,0.95442849,0.67276418,0.89743131,0.00000000,0.60092348,0.00000000,0.00000000,0.00000000,-0.58750963,-1.91183215,0.94441015,0.96444684,0.74598867,0.59953970,0.90163708,0.89322555,0.00000000,0.60189182,0.59995514,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58750963,0.00000000,-0.95496964,-0.95686251
congress,1.23213127,0.83871767,0.46650890,0.88858148,0.00000000,0.83037710,0.00000000,-0.26437986,0.00000000,-0.57783324,-0.94984078,0.91145778,0.76597756,0.93301779,0.00000000,0.93164027,0.84552270,0.00000000,0.68720663,0.97354758,0.00000000,0.00000000,-0.52875972,0.00000000,0.00000000,0.00000000,-0.57783324,0.00000000,0.00000000,-0.94984078
congressman,-0.88681853,0.26211128,0.72061437,0.42786184,0.00000000,0.43106431,0.00000000,-0.25059217,0.00000000,-0.56319445,-1.91468370,0.52422255,0.00000000,0.90986454,0.53136420,0.85572368,0.00000000,0.00000000,0.86212862,0.00000000,0.00000000,0.00000000,-0.50118434,0.00000000,0.00000000,0.00000000,-0.56319445,0.00000000,-0.95314842,-0.96153527
congressperson,0.82402587,0.30595469,0.67024413,0.72868118,0.00000000,0.00000000,0.00000000,-0.29921311,0.00000000,-0.58164102,0.00000000,0.61190939,0.00000000,0.83988208,0.50060618,0.88063830,0.57672405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59842622,0.00000000,0.00000000,0.00000000,-0.58164102,0.00000000,0.00000000,0.00000000
conifer,1.71078986,0.45664316,0.71933407,0.91340789,0.00000000,0.70973614,0.39559287,0.00000000,0.00000000,-0.57764322,-0.90628105,0.91328633,0.00000000,0.76993567,0.66873246,0.95058697,0.87622881,0.00000000,0.69131136,0.72816092,0.79118574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57764322,-0.90628105,0.00000000,0.00000000
connection,0.96996132,0.33358803,0.84009963,0.94814986,0.00000000,0.96016562,0.39283216,0.00000000,0.00000000,-0.59522462,-1.90964937,0.66717607,0.00000000,0.87926918,0.80093008,0.93968749,0.95661223,0.00000000,0.94017112,0.98016012,0.78566432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59522462,0.00000000,-0.94255072,-0.96709865
connotation,1.79649884,0.00000000,0.71218172,0.95098701,0.00000000,0.86000276,0.39287096,0.00000000,0.00000000,-0.58704776,-0.53249586,0.00000000,0.00000000,0.60899818,0.81536525,0.95300031,0.94897372,0.00000000,0.77030820,0.94969732,0.78574193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58704776,0.00000000,0.00000000,-0.53249586
conscience,0.45574573,0.46775052,0.81407779,0.96091709,0.00000000,0.28733885,0.42313829,0.00000000,0.00000000,-0.59970516,-1.89777166,0.93550104,0.00000000,0.93725330,0.69090229,0.96660030,0.95523387,0.00000000,0.57467771,0.00000000,0.84627658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59970516,0.00000000,-0.93046480,-0.96730685
consciousness,0.13290867,0.40778965,0.27025717,0.94374469,0.00000000,0.47603440,0.45220262,0.00000000,0.00000000,-0.59921914,-1.81790072,0.81557930,0.00000000,0.00000000,0.54051435,0.95065111,0.93683827,0.00000000,0.00000000,0.95206881,0.90440524,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59921914,0.00000000,-0.85900199,-0.95889872
consensus,0.63636279,0.46915454,0.78647450,0.94683757,0.00000000,0.80409390,0.39242992,-0.25289610,0.00000000,-0.60054094,-1.90919060,0.93830907,0.00000000,0.83028501,0.74266398,0.92714322,0.96653193,0.00000000,0.65635455,0.95183325,0.78485984,0.00000000,-0.50579220,0.00000000,0.00000000,0.00000000,-0.60054094,0.00000000,-0.95132887,-0.95786172
consent,1.29105529,0.26222068,0.31072593,0.89789173,0.00000000,0.83952340,0.47645333,0.00000000,0.00000000,-0.58794755,-0.90781224,0.52444136,0.00000000,0.00000000,0.62145185,0.89909559,0.89668787,0.00000000,0.70566595,0.97338086,0.95290667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58794755,-0.90781224,0.00000000,0.00000000
consequence,0.42843658,0.00000000,0.74955529,0.94542652,0.00000000,0.78709558,0.44202355,0.00000000,0.00000000,-0.57721198,-1.91845238,0.00000000,0.00000000,0.78844345,0.71066713,0.92997694,0.96087611,0.00000000,0.59819859,0.97599256,0.88404709,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57721198,0.00000000,-0.95181429,-0.96663809
conservation,0.70082918,0.38015929,0.33072680,0.94826144,0.00000000,0.94250548,0.46302110,0.00000000,0.00000000,-0.61894649,-1.74489844,0.76031858,0.00000000,0.00000000,0.66145360,0.95091230,0.94561058,0.00000000,0.90340787,0.98160309,0.92604220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61894649,0.00000000,-0.79075843,-0.95414001
conservative,-0.50311658,0.33105835,0.63589156,0.83710933,0.00000000,0.00000000,0.00000000,-0.76027477,0.00000000,-0.59732479,-0.94957626,0.66211671,0.00000000,0.71913230,0.55265081,0.84595484,0.82826382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.76880240,-0.75174713,0.00000000,0.00000000,-0.59732479,0.00000000,0.00000000,-0.94957626
consideration,0.87815371,0.28316513,0.37069237,0.95152462,0.00000000,0.86941114,0.46215931,0.00000000,0.00000000,-0.56849891,-1.49029994,0.56633025,0.00000000,0.00000000,0.74138474,0.94610471,0.95694453,0.00000000,0.76354259,0.97527969,0.92431861,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56849891,0.00000000,-0.53634429,-0.95395565
consignment,2.88886589,0.31925672,0.90406853,0.92613232,0.00000000,0.93521041,0.38097185,0.00000000,0.00000000,-0.57677394,0.00000000,0.63851345,0.00000000,0.90051359,0.90762347,0.89644265,0.95582199,0.00000000,0.89395624,0.97646457,0.76194370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57677394,0.00000000,0.00000000,0.00000000
consist,-3.76358035,0.00000000,0.00000000,0.00000000,0.00000000,0.27313173,0.00000000,-0.69737768,-0.86902276,-0.61540252,-1.85490912,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.54626346,0.00000000,0.00000000,-0.73513734,-0.65961802,-0.87581038,-0.86223513,-0.61540252,0.00000000,-0.93419045,-0.92071867
consistency,-0.12901080,0.00000000,0.30831331,0.93529329,0.00000000,0.71227726,0.45579183,0.00000000,0.00000000,-0.60928404,-1.93140244,0.00000000,0.00000000,0.00000000,0.61662662,0.89878160,0.97180498,0.00000000,0.55148846,0.87306607,0.91158366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60928404,0.00000000,-0.96239483,-0.96900761
console,1.31916061,0.34460431,0.94348857,0.84561637,0.00000000,0.37716863,0.39415497,0.00000000,0.00000000,-0.63211495,-0.95375729,0.68920863,0.00000000,0.96145231,0.92552483,0.84495467,0.84627807,0.00000000,0.75433725,0.00000000,0.78830993,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63211495,0.00000000,-0.95375729,0.00000000
consonant,2.37598217,0.43529665,0.90094995,0.96504819,0.00000000,0.86073047,0.46707588,0.00000000,0.00000000,-0.62366754,-0.62945145,0.87059331,0.00000000,0.89865023,0.90324968,0.96272963,0.96736676,0.00000000,0.75962764,0.96183330,0.93415177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62366754,-0.62945145,0.00000000,0.00000000
conspiracy,1.82819319,0.47996372,0.82376444,0.92755669,0.00000000,0.89317560,0.26563072,0.00000000,0.00000000,-0.60462457,-0.95727342,0.95992744,0.00000000,0.85480279,0.79272610,0.93126482,0.92384857,0.00000000,0.80712086,0.97923034,0.53126144,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60462457,0.00000000,0.00000000,-0.95727342
