noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable
equation,1.81548762,0.37659621,0.95039997,0.96217319,0.00000000,0.90663663,0.48350480,0.00000000,0.00000000,-0.90758848,-0.95623469
antibody,1.81442416,0.31208354,0.94367653,0.96639621,0.00000000,0.71942380,0.44648811,0.00000000,0.00000000,-0.60823447,-0.96540958
quiche,1.81305969,0.00000000,0.91297984,0.92052969,0.00000000,0.95459944,0.48712024,0.00000000,0.00000000,-0.83417970,-0.62798983
secret,1.80971882,0.00000000,0.89203978,0.93894824,0.00000000,0.84293541,0.46621528,0.00000000,0.00000000,-0.69582194,-0.63459796
crucifixion,1.80807132,0.00000000,0.84230649,0.90646127,0.00000000,0.95246342,0.00000000,0.00000000,0.00000000,-0.89315987,0.00000000
hydroxyl,1.80753824,0.45137268,0.91552478,0.96981487,0.00000000,0.90157560,0.48219863,0.00000000,0.00000000,-0.94296730,-0.96998101
organisation,1.80428076,0.92076471,0.76262158,0.91104898,0.00000000,0.82722855,0.26561338,0.00000000,0.00000000,-0.92576391,-0.95723253
hippopotamus,1.80377758,0.83225763,0.76949307,0.91614696,0.00000000,0.36050150,0.41744569,0.00000000,-0.51850653,-0.97356075,0.00000000
numeracy,1.80374888,0.00000000,0.71612439,0.95867917,0.00000000,0.46912542,0.43593389,0.00000000,0.00000000,-0.77611399,0.00000000
self-confidence,1.80298483,0.00000000,0.75085589,0.79173669,0.00000000,0.84453112,0.39081389,0.00000000,0.00000000,-0.97495276,0.00000000
midden,1.80270615,0.00000000,0.85013154,0.87763265,0.00000000,0.68076441,0.31850326,0.00000000,0.00000000,-0.92432570,0.00000000
commonsense,1.80222675,0.25794342,0.84925967,0.93543968,0.00000000,0.83577913,0.48038271,0.00000000,0.00000000,-0.95062733,-0.60595053
diagnosis,1.80063003,0.00000000,0.95446277,0.94531408,0.00000000,0.89761782,0.43852094,0.00000000,0.00000000,-0.92969543,-0.50559014
counseling,1.80051935,0.25685561,0.83056608,0.77429074,0.00000000,0.96376345,0.47867310,0.00000000,0.00000000,-0.97092062,-0.53270900
anthropology,1.79825854,0.42226872,0.84959605,0.96138582,0.00000000,0.96033925,0.48467693,0.00000000,0.00000000,-0.91952950,-0.96047872
replication,1.79669863,0.43732777,0.90913987,0.95977265,0.00000000,0.97272187,0.44367966,0.00000000,0.00000000,-0.96586198,-0.96008122
nightingale,1.79521319,0.74729353,0.91497582,0.84404275,0.00000000,0.78058594,0.34928942,0.00000000,0.00000000,-0.97885334,-0.86212093
ecclesia,1.79517061,0.95799148,0.56907624,0.94754666,0.00000000,0.89495683,0.43328047,-0.53311932,0.00000000,-0.91710109,-0.55746067
symmetry,1.79467684,0.36870351,0.88575077,0.96913505,0.00000000,0.87553170,0.47030199,0.00000000,0.00000000,-0.81499261,-0.95975357
cascade,1.79458261,0.45143780,0.92484704,0.96298721,0.00000000,0.92168620,0.26280224,0.00000000,0.00000000,-0.94594777,-0.78323013
billboard,1.79389197,0.00000000,0.95487264,0.87517270,0.00000000,0.44087481,0.47104222,0.00000000,0.00000000,-0.94807041,0.00000000
relationship,1.79113892,0.46359280,0.92452565,0.93028310,0.00000000,0.94910455,0.43453807,0.00000000,0.00000000,-0.97712171,-0.93378353
union,1.79058439,0.79954079,0.75327599,0.90042835,0.00000000,0.30415282,0.00000000,0.00000000,0.00000000,-0.96681356,0.00000000
celeriac,1.78986260,0.88351110,0.80595455,0.89790088,0.00000000,0.74232975,0.00000000,0.00000000,-0.58134168,-0.95849198,0.00000000
concern,1.78931856,0.35297111,0.31311274,0.88839042,0.00000000,0.80655479,0.41762516,0.00000000,0.00000000,-0.98933566,0.00000000
sequence,1.78797510,0.45212433,0.92554134,0.95630562,0.00000000,0.91797927,0.39498505,0.00000000,0.00000000,-0.91138214,-0.94757837
visa,1.78520086,0.00000000,0.94257191,0.91766116,0.00000000,0.90694293,0.00000000,0.00000000,0.00000000,-0.98197514,0.00000000
exhibition,1.78404695,0.36377457,0.95164660,0.89149261,0.00000000,0.95858476,0.35044470,0.00000000,0.00000000,-0.92133242,-0.81056386
obsidian,1.78083470,0.34479156,0.87885889,0.85368982,0.00000000,0.79520991,0.48006555,0.00000000,0.00000000,-0.84900028,-0.72278076
micronutrient,1.78043088,0.33229616,0.94622242,0.97049269,0.00000000,0.91389531,0.42654708,0.00000000,0.00000000,-0.84922761,-0.95979518
boatyard,1.77940333,0.33184916,0.89654920,0.92631838,0.00000000,0.30952758,0.26721275,0.00000000,0.00000000,-0.95205373,0.00000000
mutation,1.77907482,0.35984424,0.92560834,0.94971272,0.00000000,0.91343910,0.45697406,0.00000000,0.00000000,-0.87409896,-0.95240468
feedback,1.77785474,0.34870675,0.89670125,0.91454196,0.00000000,0.96439138,0.48564515,0.00000000,0.00000000,-0.92854828,-0.90358347
pyridine,1.77667594,0.36233729,0.85518190,0.92689240,0.00000000,0.91702282,0.48444930,0.00000000,0.00000000,-0.92352009,-0.84568769
heartwood,1.77464616,0.26578024,0.74827519,0.93575153,0.00000000,0.31394807,0.46103859,0.00000000,0.00000000,-0.95014745,0.00000000
epithelium,1.77306190,0.34221417,0.92341059,0.96729994,0.00000000,0.89007798,0.37636775,0.00000000,0.00000000,-0.89722234,-0.82908618
spreadsheet,1.77244458,0.44949088,0.94307601,0.83579826,0.00000000,0.87211841,0.47111332,0.00000000,0.00000000,-0.89648098,-0.90267134
viola,1.77189854,0.92374226,0.86986995,0.94748375,0.00000000,0.88491693,0.90406919,0.00000000,0.00000000,-0.99264359,-1.76553994
pollutant,1.77110034,0.26812646,0.94373080,0.96607777,0.00000000,0.84015536,0.48436931,0.00000000,0.00000000,-0.89536995,-0.83598942
dinner,1.76938352,0.42696944,0.90246949,0.85130605,0.00000000,0.88431773,0.48586854,0.00000000,0.00000000,-0.97749102,-0.80405670
eicosanoid,1.76938105,0.46876711,0.88624644,0.91111872,0.00000000,0.76463136,0.27538800,0.00000000,0.00000000,-0.80877191,-0.72799867
industrialisation,1.76801917,0.25168264,0.76175204,0.93072003,0.00000000,0.91134220,0.36688501,-0.50518811,0.00000000,-0.94917464,0.00000000
shallot,1.76688647,0.39273944,0.87410870,0.95653850,0.00000000,0.83998650,0.40170759,0.00000000,0.00000000,-0.99006575,-0.70812851
lunchmeat,1.76232705,0.00000000,0.89274415,0.89281058,0.00000000,0.46857607,0.48921764,0.00000000,0.00000000,-0.98102140,0.00000000
turnstile,1.76218006,0.44584724,0.92087516,0.94908932,0.00000000,0.89163768,0.38297611,0.00000000,0.00000000,-0.96206182,-0.86618364
termination,1.76173061,0.00000000,0.86398342,0.92915535,0.00000000,0.92629829,0.00000000,0.00000000,0.00000000,-0.95770645,0.00000000
lark,1.76054356,0.40928453,0.88640061,0.94162098,0.00000000,0.80748263,0.31397498,0.00000000,0.00000000,-0.98639190,-0.61182827
kendo,1.75737587,0.88983324,0.78147188,0.94487721,0.00000000,0.90418285,0.29715356,0.00000000,0.00000000,-0.92148882,-1.13865405
rhubarb,1.75629804,0.26439402,0.78471002,0.92720875,0.00000000,0.84735286,0.48170990,0.00000000,0.00000000,-0.97618288,-0.57289463
column,1.75537038,0.45839730,0.91795608,0.93042040,0.00000000,0.89704871,0.42468929,0.00000000,0.00000000,-0.91982257,-0.95331883
optimisation,1.75526825,0.26273453,0.86968237,0.95987278,0.00000000,0.95979190,0.34171221,0.00000000,0.00000000,-0.93887389,-0.69965166
story,1.75349256,0.28189307,0.93780458,0.92113936,0.00000000,0.93914515,0.44683340,0.00000000,0.00000000,-0.95081294,-0.82251006
noun,1.75273219,0.35894731,0.93317205,0.95327467,0.51107156,0.00000000,0.45604557,0.00000000,0.00000000,-0.50491899,-0.95485997
icing,1.75037012,0.00000000,0.92020372,0.90383795,0.00000000,0.96501091,0.49025756,0.00000000,0.00000000,-0.94270688,-0.58623314
trachoma,1.74898890,0.26502869,0.86915898,0.95346731,0.00000000,0.85482508,0.40857369,0.00000000,0.00000000,-0.87988263,-0.72218221
guitar,1.74869293,0.40494561,0.95325711,0.91050363,0.00000000,0.86311004,0.48588854,0.00000000,0.00000000,-0.94518429,-0.92382771
veto,1.74765041,0.00000000,0.88846242,0.94912800,0.57162875,0.88980547,0.27967623,0.00000000,0.00000000,0.00000000,-1.83105046
invitation,1.74675554,0.39858806,0.93327433,0.90123779,0.00000000,0.94312495,0.43380344,0.00000000,0.00000000,-0.97623730,-0.88703573
bakeware,1.74445781,0.00000000,0.90458420,0.88888586,0.00000000,0.45515570,0.47077557,0.00000000,0.00000000,-0.97494352,0.00000000
dromedary,1.74312398,0.48603013,0.91415575,0.95362145,0.00000000,0.90246469,0.68379012,0.00000000,0.00000000,-0.88931042,-1.30762774
string,1.74276623,0.45032996,0.93393409,0.93282571,0.00000000,0.82113531,0.48308507,0.00000000,0.00000000,-0.90872419,-0.96981972
profile,1.74213669,0.43802422,0.92978904,0.93112355,0.00000000,0.94295740,0.39552510,0.00000000,0.00000000,-0.92876124,-0.96652138
subset,1.74128804,0.80198148,0.86573327,0.94397646,0.00000000,0.47972816,0.43556947,0.00000000,0.00000000,-0.86751598,-0.91818482
ikebana,1.74127474,0.95637810,0.82447490,0.93036160,0.00000000,0.95709604,0.68076608,0.00000000,0.00000000,-0.95119745,-1.65660453
scene,1.74123415,0.31756762,0.92096692,0.95025542,0.00000000,0.95783156,0.43711922,0.00000000,0.00000000,-0.88152677,-0.96097982
cutting,1.74076307,0.27375537,0.86962581,0.84963658,0.00000000,0.96693850,0.47898796,0.00000000,0.00000000,-0.96645719,-0.73172396
rudiment,1.74018112,0.39278442,0.90844086,0.93855509,0.00000000,0.90455836,0.44885591,0.00000000,0.00000000,-0.96833223,-0.88468128
fantasy,1.73884484,0.40270558,0.92329013,0.91380021,0.00000000,0.92298377,0.45863667,0.00000000,0.00000000,-0.92751783,-0.95505369
impulse,1.73861104,0.40368900,0.94332632,0.96174505,0.00000000,0.93383411,0.44452494,0.00000000,0.00000000,-0.97754419,-0.97096419
planet,1.73843688,0.38853660,0.83565390,0.94129533,0.00000000,0.00000000,0.45903865,0.00000000,0.00000000,-0.88608760,0.00000000
entry,1.73838082,0.44699207,0.93546075,0.95050091,0.00000000,0.96789581,0.34651309,0.00000000,0.00000000,-0.94867945,-0.96030235
questionnaire,1.73699170,0.31593269,0.93010277,0.87900892,0.00000000,0.86628690,0.45771819,0.00000000,0.00000000,-0.88760656,-0.82445121
antler,1.73687550,0.36440358,0.90377283,0.89510289,0.00000000,0.78389198,0.48385212,0.00000000,0.00000000,-0.89976549,-0.79438239
virus,1.73674563,0.36985528,0.95097053,0.95314163,0.00000000,0.86947489,0.47764018,0.00000000,0.00000000,-0.91430879,-0.97002810
division,1.73532075,0.95467839,0.89208308,0.93839687,0.00000000,0.49052709,0.32800949,0.00000000,0.00000000,-0.90679115,-0.96158302
know-how,1.73490697,0.36838794,0.86141390,0.82268497,0.00000000,0.95877463,0.47578391,0.00000000,0.00000000,-0.94756585,-0.80457252
hypothermia,1.73465061,0.26566365,0.81422573,0.94916588,0.00000000,0.91634360,0.26479876,-0.53871775,0.00000000,-0.93682927,0.00000000
lesson,1.73366866,0.28140986,0.92154974,0.93016833,0.00000000,0.95523617,0.47256339,0.00000000,0.00000000,-0.86959714,-0.95766169
inversion,1.73363912,0.00000000,0.90486231,0.94882697,0.00000000,0.95504376,0.26733136,0.00000000,0.00000000,-0.79685175,-0.54557353
blank,1.73301578,0.00000000,0.75019240,0.92614827,0.91190118,0.36684528,0.31761372,-0.56787944,0.00000000,0.00000000,-0.97180563
driving,1.73227909,0.00000000,0.84196430,0.48432535,0.00000000,0.96673116,0.43073809,0.00000000,0.00000000,-0.99147981,0.00000000
watermelon,1.73151106,0.00000000,0.90065357,0.89381951,0.00000000,0.42259049,0.48651204,0.00000000,0.00000000,-0.97206455,0.00000000
gosling,1.73025262,0.44275481,0.76066101,0.88595709,0.00000000,0.75070533,0.37009096,0.00000000,-0.50180191,-0.97811466,0.00000000
evaluation,1.72974765,0.40430343,0.89498878,0.91703629,0.00000000,0.96195051,0.41618040,0.00000000,0.00000000,-0.91776162,-0.94695014
music,1.72935605,0.34359682,0.87392831,0.88750932,0.00000000,0.95346659,0.48827669,0.00000000,0.00000000,-0.85202920,-0.96539247
parameter,1.72809005,0.45099816,0.91138831,0.93352017,0.00000000,0.77787867,0.47658819,0.00000000,0.00000000,-0.86715460,-0.95512885
wiring,1.72699657,0.00000000,0.91609198,0.83445546,0.00000000,0.96639100,0.49103734,0.00000000,0.00000000,-0.93456692,-0.54641229
terracotta,1.72412062,0.31213415,0.85252437,0.92191118,0.00000000,0.83331761,0.71888924,0.00000000,0.00000000,-0.94887245,-0.96578348
caribou,1.72393051,0.82286465,0.66132069,0.47035113,0.00000000,0.68603691,0.68237296,0.00000000,-0.62774199,-0.97127384,0.00000000
cation,1.72381392,0.46312863,0.90137252,0.93889448,0.00000000,0.89399573,0.00000000,0.00000000,0.00000000,-0.91643858,-0.55713886
class,1.72236726,0.96673352,0.83954102,0.91552180,0.00000000,0.93673900,0.26848114,0.00000000,0.00000000,-0.74274886,-1.46190035
input,1.72236004,0.33063656,0.86360791,0.95580235,0.00000000,0.95849428,0.48571950,0.00000000,0.00000000,-0.93545908,-0.93644148
hospitalisation,1.72197387,0.00000000,0.86578944,0.93560934,0.00000000,0.89654666,0.00000000,0.00000000,0.00000000,-0.97597158,0.00000000
formula,1.72173640,0.31878471,0.95038775,0.96461812,0.00000000,0.89392105,0.46374905,0.00000000,0.00000000,-0.90303630,-0.96668798
dilution,1.72098973,0.00000000,0.83502957,0.95457694,0.00000000,0.95490170,0.43476334,0.00000000,0.00000000,-0.91081846,-0.54746336
piracy,1.71943781,0.34262872,0.76206458,0.94897494,0.00000000,0.92573637,0.44022042,0.00000000,0.00000000,-0.74751461,-0.95267260
refectory,1.71671674,0.78866845,0.91244239,0.94334251,0.00000000,0.91981417,0.57047722,0.00000000,0.00000000,-0.94685787,-1.47117013
account,1.71590972,0.35503224,0.95396811,0.92031237,0.00000000,0.95446616,0.40485185,0.00000000,0.00000000,-0.92828202,-0.94443899
waveform,1.71569628,0.83534414,0.95863637,0.95429075,0.00000000,0.92388850,0.73183319,0.00000000,0.00000000,-0.86245322,-1.82584345
fat,1.71566665,0.00000000,0.77450547,0.97109210,0.00000000,0.42181093,0.48041037,0.00000000,0.00000000,-0.93215221,0.00000000
lychee,1.71548551,0.95161912,0.88913909,0.93808633,0.00000000,0.94646549,0.83549303,0.00000000,0.00000000,-0.92768437,-1.91763318
stallion,1.71547401,0.32724044,0.85619429,0.81672642,0.00000000,0.30400485,0.34136155,0.00000000,0.00000000,-0.93005353,0.00000000
structure,1.71542111,0.47672215,0.92932466,0.90324131,0.00000000,0.81351450,0.42092857,0.00000000,0.00000000,-0.85344303,-0.97486705
support,1.71330169,0.43978474,0.86578766,0.95185295,0.00000000,0.92707220,0.46046582,0.00000000,0.00000000,-0.95962560,-0.97203606
conversation,1.71300510,0.45003700,0.88029006,0.89014125,0.00000000,0.95689920,0.47978374,0.00000000,0.00000000,-0.99164331,-0.95250285
infix,1.71272418,0.92349595,0.89458764,0.94734618,0.00000000,0.92749283,0.80464813,0.00000000,0.00000000,-0.89775550,-1.88709104
salsa,1.71232608,0.33109775,0.91126230,0.96172404,0.00000000,0.95859259,0.49061289,0.00000000,0.00000000,-0.98803949,-0.95292401
eyeliner,1.71226609,0.00000000,0.92768875,0.89497203,0.00000000,0.84870541,0.48651323,0.00000000,0.00000000,-0.86320156,-0.58241177
interpretation,1.71143910,0.25418708,0.94024634,0.95301318,0.00000000,0.97374946,0.46541864,0.00000000,0.00000000,-0.91902971,-0.95614588
topic,1.70739579,0.30896384,0.94105318,0.94219834,0.00000000,0.90965176,0.47182718,0.00000000,0.00000000,-0.90680003,-0.95949847
toque,1.70704246,0.31374797,0.92975762,0.91385859,0.00000000,0.83579886,0.31434804,0.00000000,0.00000000,-0.97211349,-0.62835515
gall-bladder,1.70623234,0.44223839,0.87512490,0.94913101,0.00000000,0.90222353,0.00000000,0.00000000,0.00000000,-0.95394224,-0.50854325
squid,1.70533070,0.92051682,0.85715923,0.94174957,0.00000000,0.79199266,0.90779719,0.00000000,0.00000000,-0.94376922,-1.77011555
execution,1.70473087,0.00000000,0.88453674,0.91957915,0.00000000,0.88127851,0.00000000,0.00000000,0.00000000,-0.98066354,0.00000000
embossing,1.70470119,0.00000000,0.88330111,0.87170509,0.00000000,0.96980384,0.48779467,0.00000000,0.00000000,-0.94618618,-0.56171733
dialogue,1.70334119,0.44717488,0.84588891,0.90216753,0.00000000,0.94934741,0.48334041,0.00000000,0.00000000,-0.96554124,-0.95903671
misogyny,1.70317006,0.51597983,0.83739576,0.85548514,0.00000000,0.92726144,0.46626210,0.00000000,0.00000000,-0.97099549,-0.92821872
alias,1.70279431,0.25730544,0.96565056,0.94687390,0.00000000,0.83947274,0.40441617,0.00000000,0.00000000,-0.85755235,-0.85337216
flow,1.70177203,0.43146500,0.88588017,0.95786247,0.00000000,0.91482329,0.44203478,0.00000000,0.00000000,-0.97529054,-0.95500314
plume,1.70143732,0.34577459,0.92725825,0.92549172,0.00000000,0.71830669,0.34280649,0.00000000,0.00000000,-0.97020453,-0.58799589
sari,1.70021859,0.00000000,0.88617629,0.89633816,0.00000000,0.87521115,0.00000000,0.00000000,0.00000000,-0.95750701,0.00000000
flock,1.70019650,0.95992607,0.82612094,0.91108125,0.00000000,0.55266073,0.00000000,0.00000000,0.00000000,-0.98301744,-0.56657505
autoimmunity,1.69939327,0.46941739,0.92399067,0.95583758,0.00000000,0.90176132,0.40769964,0.00000000,0.00000000,-0.88577694,-1.07353640
prostanoid,1.69873306,0.42793527,0.92005882,0.94019720,0.00000000,0.87386999,0.40325478,0.00000000,0.00000000,-0.92724043,-0.93934256
technique,1.69608653,0.25493109,0.95796344,0.96454862,0.00000000,0.95955694,0.43046486,0.00000000,0.00000000,-0.90666276,-0.96471566
representation,1.69599098,0.41575414,0.83554843,0.93729073,0.00000000,0.92230922,0.46596047,0.00000000,0.00000000,-0.91626948,-0.96460253
accordion,1.69456151,0.41663057,0.91748863,0.89526641,0.00000000,0.75196326,0.42588326,0.00000000,0.00000000,-0.98013145,-0.73253918
purse,1.69415542,0.00000000,0.95864543,0.88336501,0.00000000,0.37660435,0.45389462,0.00000000,0.00000000,-0.97835398,0.00000000
pagoda,1.69393116,0.37686834,0.92473596,0.92993325,0.00000000,0.35060611,0.60056722,0.00000000,0.00000000,-0.97866899,-0.51011074
architecture,1.69237119,0.26249278,0.89027399,0.94967869,0.00000000,0.93100378,0.47885782,0.00000000,0.00000000,-0.85820544,-0.96173042
publication,1.69212091,0.44653267,0.92581889,0.89687422,0.00000000,0.95767871,0.40284851,0.00000000,0.00000000,-0.97666538,-0.96096671
incision,1.68554300,0.00000000,0.93401515,0.90480787,0.00000000,0.87958395,0.44987237,0.00000000,0.00000000,-0.92842954,-0.55430681
jackfruit,1.68520772,0.27336371,0.87806240,0.90298760,0.00000000,0.69658056,0.47620833,0.00000000,0.00000000,-0.97037107,-0.57162380
cuticle,1.68500260,0.31251693,0.93860450,0.85764939,0.00000000,0.85260436,0.37170866,0.00000000,0.00000000,-0.75315970,-0.89492154
letter,1.68474361,0.26174158,0.92440745,0.90506664,0.00000000,0.89200440,0.47699827,0.00000000,0.00000000,-0.63067257,-1.14480215
affair,1.68356517,0.32930002,0.89557156,0.87666509,0.00000000,0.93828481,0.26996720,0.00000000,0.00000000,-0.98268849,-0.64353502
abolishment,1.68349180,0.00000000,0.84445202,0.77621073,0.00000000,0.94551179,0.00000000,0.00000000,0.00000000,-0.88268274,0.00000000
continent,1.68346438,0.75687817,0.89031580,0.94992185,0.00000000,0.54636604,0.42922589,0.00000000,0.00000000,-0.92348802,-0.96575534
dragonfruit,1.68326786,0.26425052,0.82158348,0.92198610,0.00000000,0.68606025,0.46092695,0.00000000,0.00000000,-0.94401932,-0.52752012
orchard,1.68244395,0.00000000,0.88526115,0.91435257,0.00000000,0.40954503,0.45193106,0.00000000,0.00000000,-0.97864586,0.00000000
loading,1.68148810,0.00000000,0.86183038,0.87671551,0.00000000,0.96346879,0.47422320,0.00000000,0.00000000,-0.92031431,-0.57443547
drinking,1.68033254,0.00000000,0.82244503,0.42366984,0.00000000,0.96708652,0.45602530,0.00000000,0.00000000,-0.98889416,0.00000000
ravioli,1.68004483,0.34002158,0.39347044,0.86624917,0.00000000,0.95090118,0.71618026,0.00000000,0.00000000,-0.97070503,-0.61607277
genre,1.67797172,0.43942654,0.95385653,0.96461993,0.00000000,0.80060488,0.40002877,0.00000000,0.00000000,-0.92021197,-0.96035296
estuary,1.67754477,0.00000000,0.90195668,0.95970881,0.00000000,0.31681833,0.43252996,0.00000000,0.00000000,-0.93346900,0.00000000
evolution,1.67485401,0.39249548,0.80782196,0.96365899,0.00000000,0.94508344,0.43581477,0.00000000,0.00000000,-0.95131052,-0.91871011
feature,1.67445871,0.26470441,0.92919207,0.95271045,0.00000000,0.96336427,0.46973139,0.00000000,0.00000000,-0.93629134,-0.96895254
integration,1.67364883,0.39484650,0.86925375,0.95496455,0.00000000,0.96856037,0.40577614,0.00000000,0.00000000,-0.95356375,-0.96618873
ovary,1.67327100,0.45167285,0.93098623,0.95346117,0.00000000,0.63593850,0.34709129,0.00000000,0.00000000,-0.93178606,-0.71409297
crush,1.66930649,0.92922705,0.94591844,0.92762437,0.00000000,0.81443000,0.00000000,0.00000000,0.00000000,-0.97515678,-0.97273660
chimpanzee,1.66892529,0.73036572,0.80221614,0.92547122,0.00000000,0.26075116,0.58683556,0.00000000,-0.73089540,-0.90581912,0.00000000
joke,1.66731498,0.00000000,0.94487691,0.92477989,0.00000000,0.92773208,0.45583147,0.00000000,0.00000000,-0.64274341,-0.94316196
pilgrimage,1.66585281,0.37693027,0.93952197,0.90866974,0.00000000,0.94373295,0.38331008,0.00000000,0.00000000,-0.98039562,-0.90591657
unit,1.66467321,0.96241763,0.86188173,0.90914726,0.52898937,0.67532784,0.31335315,0.00000000,0.00000000,-0.91124511,-1.67519867
error,1.66400734,0.00000000,0.89508674,0.94438618,0.00000000,0.76368666,0.43684286,0.00000000,0.00000000,-0.61471748,-0.76127762
halibut,1.66328472,0.80010223,0.88832441,0.92983159,0.00000000,0.93832144,0.91220573,0.00000000,0.00000000,-0.91806811,-1.88743258
earthworm,1.66292939,0.45091936,0.89371637,0.92894611,0.00000000,0.82222137,0.46152321,0.00000000,0.00000000,-0.92519683,-0.96920019
bonsai,1.66264799,0.93803987,0.69026035,0.93238270,0.00000000,0.94813770,0.75659728,0.00000000,0.00000000,-0.92099726,-1.68177265
challenge,1.66043469,0.41091558,0.92400718,0.94230500,0.00000000,0.87073278,0.36314097,0.00000000,0.00000000,-0.87986773,-0.97079909
fusarium,1.65873945,0.42304942,0.92027643,0.93472281,0.00000000,0.91755679,0.00000000,0.00000000,0.00000000,-0.96151441,-0.57535160
airfare,1.65851039,0.29726315,0.92270672,0.93676993,0.00000000,0.96796894,0.41213629,0.00000000,0.00000000,-0.96826905,-0.91006559
pottery,1.65764797,0.00000000,0.87916201,0.92348769,0.00000000,0.89785743,0.48699406,0.00000000,0.00000000,-0.90389109,-0.62596214
contact,1.65696490,0.42974845,0.79784948,0.90354034,0.00000000,0.93196177,0.47647792,0.00000000,0.00000000,-0.97550458,-0.90710849
rutabaga,1.65580732,0.90309933,0.82675281,0.95437461,0.00000000,0.83839896,0.77675310,0.00000000,0.00000000,-0.98264939,-1.66092211
processing,1.65564036,0.30253047,0.88491583,0.89039618,0.00000000,0.97500983,0.48012844,0.00000000,0.00000000,-0.93418485,-0.94315553
solution,1.65562958,0.40796512,0.93510714,0.96457636,0.00000000,0.94908422,0.30796751,0.00000000,0.00000000,-0.94348586,-0.96558493
voting,1.65473872,0.32291991,0.77254263,0.83317059,0.00000000,0.93421382,0.42060426,0.00000000,0.00000000,-0.97250575,-0.65620673
matter,1.65424916,0.00000000,0.83780721,0.94303823,0.00000000,0.94014794,0.48308200,0.00000000,0.00000000,-0.93273085,-0.61709535
coverage,1.65278912,0.35989326,0.85633475,0.92765385,0.00000000,0.96263665,0.48214984,0.00000000,0.00000000,-0.96926022,-0.96661901
album,1.65094337,0.38113400,0.94650915,0.84473112,0.00000000,0.93422863,0.40992859,0.00000000,0.00000000,-0.91493285,-0.95065528
lawsuit,1.64977643,0.43492550,0.90568155,0.89536229,0.00000000,0.90856743,0.36925727,0.00000000,0.00000000,-0.94478709,-0.91923052
data,1.64916936,0.32463855,0.80553514,0.94332311,0.00000000,0.88195756,0.48955974,0.00000000,0.00000000,-0.83554399,-0.96030074
fondue,1.64828503,0.33345911,0.90927738,0.93333077,0.00000000,0.94076306,0.48521474,0.00000000,0.00000000,-0.98215079,-0.97160923
cutlet,1.64818323,0.31109947,0.92363670,0.85638458,0.00000000,0.78065392,0.40390086,0.00000000,0.00000000,-0.95947039,-0.66802192
problem,1.64814532,0.29808161,0.89244142,0.94039339,0.00000000,0.82305467,0.41545963,0.00000000,0.00000000,-0.75639808,-0.96488732
bafflement,1.64793581,0.00000000,0.82291749,0.93117645,0.00000000,0.89615154,0.45143211,-0.60244143,0.00000000,-0.85130036,0.00000000
proposal,1.64606845,0.41154718,0.89542481,0.92537320,0.00000000,0.93882832,0.41878098,0.00000000,0.00000000,-0.97626734,-0.96761870
epoxy,1.64600822,0.26832938,0.88975197,0.95169902,0.00000000,0.87188721,0.48733786,0.00000000,0.00000000,-0.84835261,-0.97464460
installation,1.64397439,0.37224728,0.94705006,0.90487504,0.00000000,0.97117126,0.38175362,0.00000000,0.00000000,-0.97068197,-0.96244091
entree,1.64396942,0.39337426,0.91088918,0.90038636,0.00000000,0.90498394,0.33459818,0.00000000,0.00000000,-0.94730574,-0.85295677
normalisation,1.64180252,0.00000000,0.85108465,0.95557031,0.00000000,0.96886241,0.32114100,-0.51721436,0.00000000,-0.93764150,0.00000000
tomatillo,1.64168116,0.28100607,0.90025511,0.93564621,0.00000000,0.83044264,0.48494390,0.00000000,0.00000000,-0.98355490,-0.80705786
clover,1.63955551,0.31762239,0.87481704,0.91294450,0.00000000,0.81144118,0.48318887,0.00000000,0.00000000,-0.97036481,-0.79009366
wrapping,1.63887614,0.00000000,0.90181291,0.90276375,0.00000000,0.97290719,0.48847845,0.00000000,0.00000000,-0.97740632,-0.64967984
valance,1.63864669,0.29642209,0.91583580,0.93083698,0.00000000,0.92017716,0.47448611,0.00000000,0.00000000,-0.93011010,-0.96900135
commandment,1.63841769,0.35284215,0.91981411,0.95462337,0.00000000,0.95051885,0.32483083,0.00000000,0.00000000,-0.93165934,-0.93255228
routine,1.63822451,0.30669367,0.93722272,0.92098105,0.00000000,0.94467130,0.44178438,0.00000000,0.00000000,-0.94786555,-0.96526307
edge,1.63784376,0.00000000,0.86118817,0.95914018,0.00000000,0.25623465,0.46589628,0.00000000,0.00000000,-0.90461552,0.00000000
appendix,1.63708165,0.36102566,0.89808396,0.96086529,0.00000000,0.86861557,0.40739352,0.00000000,0.00000000,-0.90399587,-0.95490646
format,1.63695678,0.40799832,0.95802939,0.96093899,0.00000000,0.88742307,0.31780010,0.00000000,0.00000000,-0.92114961,-0.97408348
tenet,1.63693672,0.82682863,0.93294552,0.95366648,0.00000000,0.81476256,0.00000000,0.00000000,0.00000000,-0.92459863,-0.96666783
hatred,1.63573000,0.30824751,0.80578804,0.92137286,0.00000000,0.90015301,0.45768276,0.00000000,0.00000000,-0.95388132,-0.80363286
breakfast,1.63531241,0.36442265,0.89808998,0.84283024,0.00000000,0.86516124,0.48083797,0.00000000,0.00000000,-0.97671127,-0.83931839
